iter	Passed	Remaining
303	4242	135299
304	4255	135276
305	4269	135255
306	4282	135214
307	4295	135183
308	4309	135157
309	4323	135128
310	4336	135100
311	4349	135070
312	4363	135050
313	4377	135023
314	4390	135004
315	4404	134974
316	4418	134977
317	4432	134943
318	4445	134921
319	4459	134895
320	4472	134867
321	4486	134844
322	4499	134816
323	4513	134804
324	4526	134763
325	4540	134748
326	4554	134718
327	4567	134698
328	4581	134676
329	4595	134651
330	4608	134623
331	4622	134608
332	4635	134574
333	4649	134551
334	4662	134520
335	4676	134507
336	4690	134480
337	4712	134724
338	4751	135400
339	4767	135452
340	4783	135502
341	4797	135475
342	4810	135447
343	4824	135420
344	4838	135397
345	4851	135373
346	4865	135339
347	4879	135324
348	4892	135298
349	4905	135262
350	4919	135234
351	4932	135195
352	4945	135166
353	4959	135152
354	4973	135120
355	4986	135094
356	5000	135061
357	5013	135036
358	5026	134996
359	5040	134968
360	5053	134945
361	5067	134914
362	5080	134888
363	5094	134860
364	5107	134832
365	5121	134802
366	5134	134775
367	5148	134748
368	5162	134736
369	5176	134716
370	5189	134694
371	5203	134668
372	5216	134636
373	5230	134611
374	5243	134584
375	5256	134555
376	5270	134525
377	5283	134500
378	5297	134473
379	5310	134444
380	5324	134414
381	5337	134390
382	5351	134364
383	5364	134337
384	5377	134306
385	5391	134280
386	5404	134244
387	5417	134220
388	5431	134187
389	5444	134161
390	5458	134138
391	5471	134108
392	5484	134078
393	5498	134059
394	5512	134039
395	5525	134018
396	5539	134004
397	5553	133990
398	5566	133953
399	5581	133949
400	5594	133923
401	5608	133901
402	5622	133883
403	5635	133861
404	5649	133846
405	5662	133819
406	5676	133795
407	5690	133783
408	5704	133776
409	5719	133773
410	5733	133764
411	5747	133751
412	5760	133725
413	5774	133704
414	5788	133684
415	5801	133667
416	5816	133669
417	5830	133663
418	5844	133636
419	5857	133610
420	5870	133581
421	5884	133556
422	5898	133536
423	5911	133511
424	5925	133497
425	5938	133473
426	5952	133452
427	5966	133428
428	5979	133411
429	5993	133394
430	6006	133366
431	6020	133336
432	6034	133322
433	6047	133296
434	6060	133267
435	6077	133304
436	6090	133283
437	6104	133257
438	6117	133230
439	6131	133210
440	6144	133183
441	6157	133160
442	6172	133151
443	6185	133136
444	6198	133102
445	6212	133079
446	6226	133070
447	6239	133043
448	6253	133018
449	6267	133003
450	6280	132981
451	6294	132966
452	6307	132941
453	6321	132917
454	6334	132892
455	6349	132889
456	6362	132862
457	6375	132836
458	6389	132814
459	6402	132789
460	6416	132771
461	6429	132739
462	6443	132716
463	6456	132699
464	6470	132680
465	6483	132650
466	6497	132629
467	6510	132608
468	6524	132587
469	6538	132569
470	6551	132544
471	6565	132524
472	6578	132493
473	6591	132475
474	6605	132451
475	6618	132429
476	6632	132409
477	6645	132386
478	6659	132369
479	6672	132347
480	6686	132332
481	6700	132312
482	6713	132289
483	6727	132262
484	6740	132233
485	6753	132214
486	6767	132196
487	6781	132178
488	6795	132164
489	6808	132132
490	6821	132116
491	6835	132103
492	6848	132073
493	6862	132052
494	6876	132034
495	6889	132012
496	6903	131995
497	6916	131976
498	6930	131957
499	6944	131942
500	6958	131924
501	6971	131909
502	6985	131887
503	6998	131862
504	7012	131841
505	7025	131818
506	7038	131787
507	7051	131766
508	7065	131748
509	7078	131723
510	7092	131696
511	7105	131675
512	7119	131655
513	7132	131630
514	7145	131606
515	7159	131592
516	7173	131577
517	7187	131561
518	7201	131546
519	7214	131532
520	7228	131511
521	7241	131487
522	7255	131472
523	7268	131448
524	7282	131432
525	7295	131409
526	7309	131388
527	7322	131361
528	7336	131353
529	7350	131332
530	7363	131314
531	7378	131307
532	7391	131284
533	7405	131269
534	7419	131255
535	7432	131237
536	7446	131218
537	7460	131202
538	7473	131180
539	7487	131163
540	7500	131135
541	7513	131116
542	7526	131089
543	7540	131073
544	7553	131048
545	7567	131029
546	7581	131011
547	7594	130998
548	7608	130975
549	7621	130945
550	7634	130924
551	7648	130907
552	7661	130888
553	7676	130894
554	7690	130869
555	7703	130853
556	7717	130834
557	7730	130811
558	7743	130787
559	7757	130768
560	7771	130754
561	7784	130736
562	7798	130719
563	7812	130704
564	7825	130680
565	7839	130659
566	7852	130641
567	7866	130623
568	7879	130598
569	7892	130580
570	7906	130568
571	7919	130537
572	7933	130513
573	7946	130493
574	7959	130474
575	7973	130453
576	7986	130431
577	8000	130411
578	8013	130393
579	8027	130377
580	8041	130363
581	8055	130347
582	8068	130323
583	8081	130304
584	8095	130282
585	8108	130268
586	8122	130251
587	8136	130238
588	8149	130218
589	8163	130205
590	8177	130183
591	8190	130166
592	8204	130146
593	8217	130130
594	8231	130110
595	8245	130094
596	8258	130077
597	8272	130061
598	8285	130039
599	8299	130018
600	8312	129998
601	8326	129989
602	8339	129964
603	8353	129945
604	8366	129927
605	8380	129906
606	8393	129888
607	8407	129870
608	8420	129853
609	8434	129833
610	8447	129811
611	8460	129786
612	8474	129765
613	8487	129741
614	8501	129727
615	8514	129708
616	8528	129701
617	8542	129686
618	8556	129675
619	8569	129653
620	8583	129634
621	8596	129614
622	8610	129596
623	8623	129573
624	8636	129552
625	8650	129537
626	8664	129519
627	8677	129501
628	8690	129478
629	8704	129460
630	8717	129442
631	8731	129426
632	8745	129407
633	8758	129389
634	8771	129369
635	8785	129346
636	8798	129329
637	8812	129311
638	8825	129295
639	8839	129273
640	8852	129257
641	8866	129234
642	8879	129210
643	8892	129191
644	8906	129176
645	8919	129153
646	8933	129135
647	8946	129112
648	8959	129089
649	8972	129069
650	8986	129055
651	8999	129035
652	9013	129018
653	9027	129004
654	9041	128995
655	9054	128975
656	9068	128956
657	9081	128930
658	9094	128917
659	9108	128902
660	9122	128888
661	9136	128871
662	9150	128866
663	9164	128852
664	9178	128839
665	9192	128829
666	9205	128810
667	9219	128792
668	9232	128770
669	9245	128753
670	9259	128740
671	9273	128723
672	9287	128708
673	9300	128692
674	9314	128673
675	9327	128655
676	9340	128633
677	9354	128611
678	9368	128603
679	9381	128588
680	9395	128565
681	9408	128551
682	9422	128539
683	9436	128521
684	9449	128496
685	9462	128475
686	9476	128457
687	9489	128440
688	9503	128424
689	9516	128409
690	9530	128391
691	9543	128371
692	9557	128353
693	9570	128337
694	9584	128326
695	9597	128302
696	9611	128290
697	9625	128274
698	9639	128259
699	9652	128236
700	9666	128225
701	9680	128213
702	9693	128197
703	9707	128181
704	9721	128167
705	9734	128150
706	9748	128139
707	9762	128125
708	9775	128102
709	9789	128091
710	9803	128076
711	9816	128061
712	9830	128044
713	9843	128025
714	9857	128012
715	9871	127992
716	9884	127977
717	9898	127961
718	9911	127940
719	9925	127925
720	9938	127904
721	9951	127884
722	9965	127870
723	9974	127797
724	9988	127782
725	10002	127770
726	10015	127750
727	10028	127726
728	10042	127712
729	10056	127698
730	10069	127681
731	10083	127666
732	10096	127644
733	10110	127634
734	10124	127618
735	10137	127604
736	10151	127587
737	10164	127566
738	10178	127548
739	10191	127533
740	10204	127512
741	10218	127495
742	10231	127479
743	10245	127460
744	10258	127443
745	10272	127428
746	10285	127408
747	10298	127387
748	10312	127368
749	10325	127351
750	10339	127335
751	10352	127315
752	10366	127305
753	10380	127291
754	10394	127277
755	10407	127263
756	10421	127247
757	10435	127232
758	10448	127211
759	10462	127197
760	10475	127175
761	10489	127163
762	10502	127150
763	10516	127133
764	10529	127116
765	10543	127099
766	10557	127088
767	10570	127066
768	10583	127046
769	10597	127027
770	10610	127010
771	10623	126991
772	10637	126976
773	10651	126959
774	10664	126941
775	10677	126922
776	10691	126908
777	10705	126893
778	10718	126879
779	10732	126867
780	10746	126847
781	10759	126833
782	10773	126816
783	10786	126799
784	10800	126781
785	10814	126769
786	10827	126751
787	10841	126737
788	10855	126726
789	10868	126711
790	10882	126693
791	10896	126680
792	10909	126664
793	10922	126643
794	10936	126624
795	10949	126604
796	10962	126588
797	10976	126569
798	10989	126548
799	11002	126528
800	11016	126515
801	11029	126499
802	11043	126481
803	11056	126465
804	11070	126449
805	11084	126440
806	11097	126420
807	11111	126404
808	11124	126387
809	11138	126371
810	11152	126357
811	11165	126340
812	11178	126323
813	11192	126304
814	11207	126303
815	11221	126298
816	11235	126290
817	11249	126274
818	11263	126265
819	11277	126250
820	11290	126226
821	11303	126211
822	11316	126188
823	11329	126169
824	11343	126154
825	11357	126138
826	11370	126125
827	11384	126104
828	11397	126089
829	11411	126074
830	11424	126056
831	11438	126039
832	11451	126018
833	11465	126007
834	11478	125993
835	11492	125974
836	11505	125956
837	11519	125942
838	11532	125923
839	11545	125905
840	11559	125885
841	11572	125866
842	11586	125853
843	11599	125837
844	11612	125817
845	11626	125803
846	11640	125793
847	11654	125779
848	11668	125768
849	11681	125751
850	11694	125731
851	11708	125713
852	11721	125696
853	11735	125679
854	11748	125659
855	11761	125641
856	11775	125626
857	11789	125612
858	11802	125593
859	11815	125577
860	11829	125564
861	11842	125544
862	11856	125530
863	11869	125511
864	11883	125495
865	11896	125479
866	11910	125461
867	11923	125446
868	11937	125432
869	11951	125418
870	11964	125401
871	11977	125381
872	11991	125367
873	12005	125352
874	12018	125340
875	12032	125323
876	12045	125305
877	12059	125292
878	12072	125273
879	12087	125267
880	12100	125247
881	12113	125227
882	12126	125207
883	12140	125191
884	12153	125178
885	12167	125165
886	12181	125150
887	12194	125135
888	12208	125123
889	12221	125102
890	12235	125092
891	12249	125076
892	12262	125059
893	12276	125045
894	12290	125030
895	12303	125010
896	12316	124993
897	12330	124976
898	12343	124963
899	12357	124946
900	12370	124928
901	12384	124913
902	12397	124897
903	12410	124878
904	12424	124861
905	12437	124843
906	12450	124823
907	12464	124806
908	12477	124789
909	12491	124776
910	12504	124760
911	12518	124741
912	12531	124722
913	12544	124702
914	12558	124690
915	12571	124675
916	12586	124672
917	12600	124663
918	12614	124649
919	12628	124637
920	12642	124628
921	12656	124614
922	12661	124513
923	12674	124492
924	12687	124476
925	12700	124455
926	12714	124442
927	12727	124425
928	12741	124407
929	12754	124387
930	12767	124373
931	12781	124355
932	12794	124338
933	12807	124321
934	12820	124301
935	12834	124288
936	12848	124276
937	12861	124259
938	12875	124243
939	12889	124230
940	12902	124214
941	12915	124194
942	12929	124176
943	12942	124164
944	12956	124148
945	12969	124131
946	12983	124114
947	12997	124102
948	13010	124087
949	13024	124074
950	13037	124056
951	13051	124040
952	13064	124023
953	13078	124011
954	13091	123993
955	13097	123905
956	13110	123888
957	13119	123831
958	13133	123816
959	13146	123798
960	13160	123785
961	13174	123776
962	13188	123760
963	13201	123739
964	13204	123633
965	13218	123614
966	13231	123600
967	13244	123580
968	13257	123562
969	13271	123547
970	13284	123527
971	13297	123510
972	13311	123492
973	13324	123479
974	13338	123465
975	13351	123449
976	13365	123436
977	13379	123421
978	13393	123411
979	13407	123407
980	13421	123395
981	13435	123379
982	13449	123367
983	13462	123349
984	13475	123331
985	13489	123320
986	13502	123300
987	13515	123282
988	13529	123268
989	13543	123255
990	13556	123237
991	13569	123217
992	13583	123205
993	13596	123187
994	13610	123179
995	13629	123212
996	13643	123197
997	13656	123182
998	13670	123168
999	13683	123155
1000	13697	123138
1001	13711	123130
1002	13725	123117
1003	13738	123103
1004	13752	123086
1005	13765	123071
1006	13779	123055
1007	13792	123041
1008	13806	123027
1009	13820	123016
1010	13834	123004
1011	13847	122987
1012	13861	122972
1013	13875	122961
1014	13888	122943
1015	13902	122930
1016	13916	122923
1017	13930	122908
1018	13944	122897
1019	13957	122878
1020	13970	122860
1021	13984	122845
1022	13997	122832
1023	14010	122811
1024	14023	122794
1025	14037	122779
1026	14051	122767
1027	14065	122755
1028	14078	122735
1029	14091	122721
1030	14098	122646
1031	14111	122632
1032	14121	122578
1033	14134	122561
1034	14147	122547
1035	14161	122532
1036	14174	122517
1037	14188	122502
1038	14201	122485
1039	14215	122472
1040	14229	122457
1041	14242	122444
1042	14256	122431
1043	14270	122419
1044	14283	122404
1045	14297	122389
1046	14310	122373
1047	14324	122357
1048	14338	122345
1049	14351	122327
1050	14364	122314
1051	14378	122296
1052	14391	122281
1053	14405	122265
1054	14418	122250
1055	14432	122237
1056	14445	122220
1057	14459	122210
1058	14472	122192
1059	14486	122176
1060	14499	122161
1061	14513	122144
1062	14526	122129
1063	14539	122111
1064	14553	122098
1065	14566	122082
1066	14580	122067
1067	14593	122049
1068	14606	122033
1069	14620	122020
1070	14634	122005
1071	14647	121990
1072	14660	121972
1073	14674	121958
1074	14687	121942
1075	14701	121927
1076	14705	121831
1077	14718	121815
1078	14732	121806
1079	14746	121791
1080	14759	121777
1081	14773	121764
1082	14786	121749
1083	14791	121665
1084	14805	121650
1085	14818	121634
1086	14832	121622
1087	14846	121607
1088	14859	121590
1089	14872	121574
1090	14886	121558
1091	14899	121546
1092	14913	121532
1093	14927	121520
1094	14940	121505
1095	14954	121489
1096	14967	121475
1097	14981	121462
1098	14994	121446
1099	15008	121432
1100	15021	121416
1101	15035	121401
1102	15048	121387
1103	15062	121370
1104	15076	121359
1105	15089	121344
1106	15102	121327
1107	15116	121314
1108	15130	121301
1109	15143	121285
1110	15157	121269
1111	15170	121254
1112	15183	121236
1113	15196	121219
1114	15210	121207
1115	15224	121194
1116	15238	121187
1117	15252	121170
1118	15265	121158
1119	15279	121145
1120	15293	121132
1121	15306	121118
1122	15320	121102
1123	15333	121087
1124	15347	121072
1125	15360	121059
1126	15375	121049
1127	15388	121035
1128	15402	121022
1129	15415	121006
1130	15428	120988
1131	15442	120972
1132	15455	120954
1133	15469	120943
1134	15483	120932
1135	15496	120916
1136	15510	120905
1137	15524	120892
1138	15537	120877
1139	15551	120862
1140	15564	120845
1141	15577	120831
1142	15591	120816
1143	15604	120801
1144	15618	120790
1145	15632	120772
1146	15645	120760
1147	15659	120745
1148	15672	120730
1149	15686	120715
1150	15699	120699
1151	15713	120686
1152	15726	120671
1153	15740	120657
1154	15753	120641
1155	15767	120626
1156	15780	120610
1157	15794	120598
1158	15807	120582
1159	15821	120568
1160	15834	120552
1161	15847	120537
1162	15861	120525
1163	15875	120509
1164	15888	120496
1165	15902	120482
1166	15915	120467
1167	15929	120455
1168	15943	120443
1169	15957	120428
1170	15970	120414
1171	15984	120401
1172	15998	120387
1173	16011	120372
1174	16025	120358
1175	16038	120343
1176	16051	120327
1177	16065	120313
1178	16078	120296
1179	16091	120279
1180	16104	120261
1181	16118	120249
1182	16132	120233
1183	16145	120216
1184	16158	120203
1185	16172	120189
1186	16186	120175
1187	16199	120163
1188	16213	120149
1189	16227	120135
1190	16240	120118
1191	16254	120107
1192	16267	120093
1193	16281	120076
1194	16294	120061
1195	16308	120049
1196	16321	120033
1197	16335	120021
1198	16349	120008
1199	16362	119994
1200	16376	119981
1201	16390	119966
1202	16403	119954
1203	16417	119940
1204	16430	119925
1205	16444	119908
1206	16457	119896
1207	16470	119878
1208	16484	119863
1209	16497	119847
1210	16511	119834
1211	16524	119819
1212	16538	119803
1213	16551	119786
1214	16564	119769
1215	16577	119753
1216	16592	119746
1217	16607	119745
1218	16621	119732
1219	16634	119715
1220	16648	119701
1221	16662	119692
1222	16676	119678
1223	16689	119662
1224	16703	119651
1225	16717	119637
1226	16730	119621
1227	16737	119560
1228	16751	119549
1229	16765	119537
1230	16778	119524
1231	16792	119509
1232	16805	119493
1233	16818	119477
1234	16832	119465
1235	16846	119451
1236	16860	119438
1237	16873	119422
1238	16887	119410
1239	16900	119397
1240	16913	119378
1241	16927	119365
1242	16941	119353
1243	16954	119336
1244	16968	119322
1245	16981	119308
1246	16996	119300
1247	17009	119284
1248	17023	119270
1249	17036	119254
1250	17049	119236
1251	17063	119223
1252	17076	119205
1253	17089	119187
1254	17102	119172
1255	17116	119160
1256	17129	119144
1257	17143	119132
1258	17157	119118
1259	17170	119101
1260	17183	119087
1261	17196	119070
1262	17210	119056
1263	17224	119043
1264	17237	119030
1265	17251	119018
1266	17265	119004
1267	17278	118990
1268	17292	118977
1269	17306	118961
1270	17319	118948
1271	17333	118934
1272	17346	118917
1273	17360	118903
1274	17373	118888
1275	17386	118874
1276	17400	118862
1277	17414	118846
1278	17428	118835
1279	17441	118822
1280	17455	118808
1281	17468	118789
1282	17481	118775
1283	17495	118765
1284	17509	118749
1285	17522	118735
1286	17536	118720
1287	17549	118703
1288	17563	118693
1289	17576	118678
1290	17590	118663
1291	17604	118650
1292	17617	118635
1293	17631	118623
1294	17644	118609
1295	17658	118592
1296	17671	118576
1297	17685	118564
1298	17698	118549
1299	17711	118534
1300	17725	118519
1301	17738	118504
1302	17752	118491
1303	17765	118475
1304	17779	118462
1305	17793	118448
1306	17806	118435
1307	17820	118420
1308	17834	118411
1309	17848	118396
1310	17861	118382
1311	17874	118366
1312	17887	118348
1313	17901	118336
1314	17915	118321
1315	17928	118305
1316	17942	118297
1317	17955	118280
1318	17969	118266
1319	17982	118250
1320	17996	118235
1321	18009	118222
1322	18023	118209
1323	18037	118194
1324	18050	118179
1325	18064	118168
1326	18077	118148
1327	18090	118133
1328	18104	118121
1329	18118	118109
1330	18132	118098
1331	18145	118084
1332	18159	118070
1333	18172	118053
1334	18186	118041
1335	18200	118030
1336	18213	118011
1337	18227	117999
1338	18240	117985
1339	18253	117968
1340	18267	117955
1341	18281	117942
1342	18294	117924
1343	18307	117910
1344	18321	117896
1345	18334	117883
1346	18348	117871
1347	18362	117860
1348	18376	117845
1349	18389	117830
1350	18403	117815
1351	18416	117801
1352	18431	117792
1353	18444	117779
1354	18457	117762
1355	18471	117749
1356	18484	117733
1357	18498	117717
1358	18506	117673
1359	18520	117658
1360	18533	117644
1361	18547	117628
1362	18561	117616
1363	18574	117600
1364	18588	117587
1365	18601	117573
1366	18615	117562
1367	18628	117547
1368	18642	117533
1369	18656	117520
1370	18669	117502
1371	18682	117489
1372	18695	117472
1373	18709	117456
1374	18722	117443
1375	18736	117427
1376	18749	117412
1377	18762	117396
1378	18776	117382
1379	18789	117368
1380	18802	117351
1381	18816	117335
1382	18829	117319
1383	18842	117305
1384	18856	117291
1385	18870	117277
1386	18883	117260
1387	18896	117248
1388	18910	117234
1389	18924	117222
1390	18938	117210
1391	18951	117194
1392	18965	117181
1393	18978	117168
1394	18992	117155
1395	19006	117140
1396	19019	117123
1397	19032	117108
1398	19046	117096
1399	19059	117080
1400	19073	117071
1401	19087	117059
1402	19101	117044
1403	19114	117029
1404	19128	117014
1405	19142	117003
1406	19157	117001
1407	19172	116996
1408	19186	116984
1409	19201	116980
1410	19214	116964
1411	19228	116950
1412	19241	116934
1413	19255	116921
1414	19268	116905
1415	19281	116889
1416	19296	116882
1417	19310	116868
1418	19323	116851
1419	19336	116835
1420	19349	116821
1421	19363	116806
1422	19377	116795
1423	19390	116781
1424	19404	116765
1425	19417	116751
1426	19431	116737
1427	19444	116723
1428	19457	116704
1429	19470	116689
1430	19484	116677
1431	19498	116665
1432	19512	116651
1433	19525	116635
1434	19538	116620
1435	19552	116606
1436	19566	116595
1437	19579	116578
1438	19594	116570
1439	19607	116557
1440	19621	116543
1441	19636	116539
1442	19652	116537
1443	19666	116526
1444	19680	116514
1445	19693	116499
1446	19707	116485
1447	19720	116469
1448	19734	116456
1449	19747	116442
1450	19761	116427
1451	19774	116413
1452	19787	116398
1453	19801	116385
1454	19815	116370
1455	19828	116355
1456	19841	116340
1457	19854	116323
1458	19868	116308
1459	19882	116297
1460	19895	116282
1461	19909	116270
1462	19923	116259
1463	19937	116245
1464	19950	116228
1465	19964	116217
1466	19977	116202
1467	19990	116185
1468	20004	116171
1469	20017	116156
1470	20031	116143
1471	20045	116131
1472	20058	116116
1473	20072	116102
1474	20085	116088
1475	20099	116074
1476	20112	116059
1477	20125	116042
1478	20138	116025
1479	20151	116008
1480	20166	116001
1481	20180	115990
1482	20194	115977
1483	20207	115963
1484	20221	115947
1485	20234	115933
1486	20247	115918
1487	20261	115904
1488	20274	115889
1489	20288	115874
1490	20301	115857
1491	20315	115845
1492	20328	115830
1493	20342	115816
1494	20355	115801
1495	20368	115786
1496	20382	115771
1497	20395	115756
1498	20409	115743
1499	20422	115726
1500	20435	115711
1501	20449	115698
1502	20462	115684
1503	20475	115667
1504	20489	115653
1505	20503	115640
1506	20516	115623
1507	20529	115609
1508	20543	115596
1509	20557	115582
1510	20569	115564
1511	20583	115551
1512	20596	115536
1513	20610	115524
1514	20624	115508
1515	20637	115494
1516	20651	115484
1517	20665	115471
1518	20679	115458
1519	20692	115444
1520	20706	115431
1521	20719	115415
1522	20733	115400
1523	20746	115387
1524	20760	115371
1525	20773	115357
1526	20787	115344
1527	20801	115331
1528	20814	115318
1529	20828	115303
1530	20841	115288
1531	20854	115273
1532	20868	115258
1533	20881	115244
1534	20895	115229
1535	20908	115217
1536	20922	115202
1537	20935	115188
1538	20949	115172
1539	20962	115159
1540	20976	115144
1541	20989	115131
1542	21002	115114
1543	21015	115097
1544	21029	115082
1545	21043	115070
1546	21056	115057
1547	21070	115045
1548	21084	115031
1549	21097	115018
1550	21111	115004
1551	21124	114988
1552	21137	114972
1553	21151	114957
1554	21164	114941
1555	21177	114926
1556	21191	114912
1557	21204	114897
1558	21218	114882
1559	21231	114869
1560	21245	114855
1561	21258	114838
1562	21271	114823
1563	21285	114811
1564	21299	114798
1565	21312	114784
1566	21326	114770
1567	21339	114753
1568	21352	114739
1569	21366	114723
1570	21379	114709
1571	21392	114693
1572	21406	114680
1573	21419	114665
1574	21433	114650
1575	21446	114636
1576	21460	114623
1577	21474	114610
1578	21487	114595
1579	21500	114580
1580	21514	114567
1581	21528	114555
1582	21542	114542
1583	21555	114527
1584	21569	114514
1585	21582	114500
1586	21596	114485
1587	21609	114471
1588	21623	114458
1589	21636	114442
1590	21650	114431
1591	21663	114415
1592	21677	114402
1593	21690	114383
1594	21703	114369
1595	21717	114356
1596	21730	114341
1597	21744	114328
1598	21758	114314
1599	21771	114299
1600	21784	114284
1601	21797	114269
1602	21811	114254
1603	21824	114240
1604	21838	114224
1605	21851	114211
1606	21865	114196
1607	21878	114183
1608	21891	114165
1609	21904	114150
1610	21918	114136
1611	21931	114121
1612	21944	114105
1613	21958	114089
1614	21971	114075
1615	21985	114063
1616	21999	114050
1617	22013	114042
1618	22027	114030
1619	22041	114017
1620	22054	114002
1621	22067	113985
1622	22081	113971
1623	22094	113956
1624	22108	113941
1625	22121	113926
1626	22134	113912
1627	22147	113895
1628	22161	113883
1629	22175	113870
1630	22188	113854
1631	22202	113840
1632	22215	113827
1633	22229	113814
1634	22243	113800
1635	22257	113788
1636	22270	113773
1637	22283	113759
1638	22297	113745
1639	22311	113732
1640	22324	113718
1641	22337	113702
1642	22351	113688
1643	22364	113672
1644	22377	113657
1645	22391	113643
1646	22404	113628
1647	22418	113614
1648	22431	113599
1649	22445	113585
1650	22458	113569
1651	22471	113555
1652	22485	113541
1653	22498	113527
1654	22512	113513
1655	22525	113500
1656	22539	113485
1657	22552	113469
1658	22566	113456
1659	22579	113441
1660	22592	113427
1661	22606	113412
1662	22619	113398
1663	22633	113383
1664	22647	113372
1665	22660	113356
1666	22673	113340
1667	22687	113326
1668	22701	113315
1669	22714	113299
